"8bitoperator JVE";24;False;False;1;0;1;1
32;214;138;6;32;6;0
33;186;138;8;32;12;2
34;98;138;10;32;12;0
35;132;2;14;32;16;0
36;114;104;12;32;14;0
37;116;2;14;32;16;0
38;84;2;14;32;16;0
39;240;138;4;32;6;0
40;156;138;8;32;10;0
41;146;138;8;32;10;0
42;2;2;16;32;18;0
43;100;104;12;32;14;0
44;234;138;4;32;6;0
45;86;104;12;32;14;0
46;228;138;4;32;6;0
47;58;104;12;32;14;0
48;44;104;12;32;14;0
49;30;104;12;32;14;0
50;72;138;12;32;14;0
51;128;104;12;32;14;0
52;198;70;12;32;14;0
53;212;70;12;32;14;0
54;226;70;12;32;14;0
55;240;70;12;32;14;0
56;2;104;12;32;14;0
57;184;70;12;32;14;0
58;2;172;4;32;6;0
59;222;138;4;32;6;0
60;122;138;10;32;12;0
61;72;104;12;32;14;0
62;134;138;10;32;12;0
63;142;104;12;32;14;0
64;156;104;12;32;14;0
65;170;104;12;32;14;0
66;184;104;12;32;14;0
67;198;104;12;32;14;0
68;212;104;12;32;14;0
69;226;104;12;32;14;0
70;240;104;12;32;14;0
71;2;138;12;32;14;0
72;16;138;12;32;14;0
73;30;138;12;32;14;0
74;44;138;12;32;14;0
75;58;138;12;32;14;0
76;16;104;12;32;14;0
77;100;2;14;32;16;0
78;114;70;12;32;14;0
79;170;70;12;32;14;0
80;114;36;12;32;14;0
81;100;36;12;32;14;0
82;86;36;12;32;14;0
83;72;36;12;32;14;0
84;58;36;12;32;14;0
85;44;36;12;32;14;0
86;30;36;12;32;14;0
87;36;2;14;32;16;0
88;2;36;12;32;14;0
89;232;2;12;32;14;0
90;218;2;12;32;14;0
91;196;138;8;32;10;0
92;204;2;12;32;14;0
93;176;138;8;32;10;0
94;190;2;12;32;14;0
95;166;138;8;32;10;0
96;206;138;6;32;8;0
97;176;2;12;32;14;0
98;162;2;12;32;14;0
99;148;2;12;32;14;0
100;128;36;12;32;14;0
101;156;36;12;32;14;0
102;142;70;12;32;14;0
103;170;36;12;32;14;0
104;128;70;12;32;14;0
105;156;70;12;32;14;0
106;100;70;12;32;14;0
107;86;70;12;32;14;0
108;72;70;12;32;14;0
109;52;2;14;32;16;0
110;44;70;12;32;14;0
111;30;70;12;32;14;0
112;16;70;12;32;14;0
113;2;70;12;32;14;0
114;240;36;12;32;14;0
115;226;36;12;32;14;0
116;212;36;12;32;14;0
117;198;36;12;32;14;0
118;184;36;12;32;14;0
119;68;2;14;32;16;0
120;142;36;12;32;14;0
121;58;70;12;32;14;0
122;16;36;12;32;14;0
123;86;138;10;32;12;0
124;246;138;4;32;6;0
125;110;138;10;32;12;0
126;20;2;14;32;16;0
161;252;138;8;32;12;2
191;262;138;12;32;14;0
192;8;172;12;32;14;0
193;22;172;12;32;14;0
194;36;172;12;32;14;0
195;50;172;14;32;14;0
199;64;172;12;32;14;0
200;78;172;12;32;14;0
201;92;172;12;32;14;0
202;106;172;12;32;14;0
204;120;172;12;32;14;0
205;134;172;12;32;14;0
206;148;172;12;32;14;0
209;162;172;14;32;14;0
210;176;172;12;32;14;0
211;190;172;12;32;14;0
212;204;172;12;32;14;0
213;218;172;14;32;14;0
217;232;172;12;32;14;0
218;246;172;12;32;14;0
219;260;172;12;32;14;0
220;250;2;12;32;14;0
224;2;206;12;32;14;0
225;16;206;12;32;14;0
226;30;206;12;32;14;0
227;44;206;14;32;14;0
231;58;206;12;32;14;0
232;72;206;12;32;14;0
233;86;206;12;32;14;0
234;100;206;12;32;14;0
236;114;206;12;32;14;0
237;128;206;12;32;14;0
238;142;206;12;32;14;0
241;156;206;14;32;14;0
242;170;206;12;32;14;0
243;184;206;12;32;14;0
244;198;206;12;32;14;0
245;212;206;14;32;14;0
249;226;206;12;32;14;0
250;240;206;12;32;14;0
251;254;206;12;32;14;0
252;274;2;12;32;14;0
186;254;70;10;32;12;0
170;266;70;10;32;12;0
